,Unnamed: 0.1,second,frame,brightness_mean,brightness_max,brightness_min,saturation_mean,texture,contrast,color_entropy,loudness,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,spectral_centroid,spectral_rolloff,zero_crossing_rate,Unnamed: 0,anger,joy,disgust,fear,sadness,sentiment,content,sentiment_count_product,bvid,cid,view,reply,favorite,coin,share,like,order_pubdate,duration,danmuku_amount
chroma_9,0.0013016711366444051,1.49458444204546e-130,8.366940366351773e-130,3.716297706543086e-05,0.00971214357654946,0.018759220792376196,5.900150963914488e-53,0.09679902540068923,0.45535721384511285,1.7136753939337934e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88026923890843e-196,0.0,2.1424055066374414e-210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.490207479603036e-231,0.0,3.8308957138634225e-55,0.0,0.0,0.0,0.0,0.0,4.736420223377506e-229,2.1373452320035085e-34,0.0,9.552113976185464e-132,0.40973524740736167,1.9162009004698673e-05,4.065927839547906e-05,0.37181206961167235,0.03758634443147227,9.898436538976829e-29,0.2768081428201454,0.004491353536217887,4.943918703793952e-06,7.081106732789663e-10,3.0388881747705393e-10,1.1402040343206622e-13,0.13402667694620962,1.0189206358759971e-27,0.2645550766867744,0.003922504845797557,4.848790274059065e-10,1.1619729256657667e-154,3.41056986300178e-96
chroma_10,0.020406694446750983,5.148622622828674e-142,8.207633177847912e-141,1.0272787628486494e-07,0.007133502629280228,0.002957600613190329,8.665459414354976e-61,0.42144703377292647,0.15598144171878373,9.150000256147195e-12,0.0,0.0,0.0,0.0,0.0,6.503990176023492e-182,2.5499493345695613e-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5875020800762198e-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5831455396234e-12,0.0,9.866976044264425e-247,0.0,0.0,0.0,0.0,0.0,9.009678742254666e-293,9.634853229284343e-48,0.0,2.4704070524533144e-147,0.21038081616713575,4.872396922224912e-07,0.00058991971588232,0.20339949342584998,0.036592929267302364,3.123165072379536e-28,0.7335524488332146,0.0001735784799769199,0.1416832916058551,2.5009673007294356e-07,1.0819480110821672e-06,3.5191536988762213e-16,0.0021895518350809103,3.05703199436793e-32,0.9542702574612756,0.23418346999122405,1.0416700693327525e-07,7.225331166044404e-169,1.002696429054852e-112
chroma_11,0.205489156036747,1.9492742273126361e-137,7.772693145174803e-138,5.1513623700950796e-08,0.2475752391082987,0.011776234783073932,8.065640393614281e-62,0.8957723789412009,0.007587848180631486,1.528614594436709e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.439866478255642e-59,2.7377683126586827e-139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87030360498549e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5687228936357573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2360985890528695e-182,1.3073836149136564e-19,0.0,1.7255530853559503e-140,0.17041435989829049,8.84654248149942e-08,0.0004618159933829272,0.23620757031177758,0.006214883055016922,1.2580535200586974e-28,0.08472694984059456,5.3527752909757246e-09,0.08481855665801286,3.316970391557777e-05,0.0030835622175497605,4.0889797249181216e-17,4.243870550040061e-07,5.370828941307543e-26,0.5966138002171535,0.018003647007856033,1.4664089212318353e-05,3.0368738179634115e-170,6.491765959680888e-105
mfcc_0,3.650857361754723e-55,0.0,0.0,0.22823382965001518,5.352881965312916e-24,6.349817964394588e-10,0.005107815974483384,4.587622094326097e-16,1.1408516593938905e-38,6.9015824169950266e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7918593360841702e-05,0.0,2.2967231342399963e-211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182033296219405e-127,3.785687772869471e-11,0.0,2.281795717355617e-17,0.0,6.115084732758145e-15,0.5893921475230983,0.4336775516411421,3.0601330370456494e-28,0.21606801602158582,1.9921843521659352e-47,5.405679134089735e-05,1.6481668695234655e-19,0.0030832781974830825,7.419963831162795e-06,1.1180074625774381e-90,0.19989460472312678,0.0,2.7428434137316754e-37,0.0,0.0,1.8523704884726945e-05,0.0,0.0
mfcc_1,1.1255977531838544e-09,0.0,0.0,1.134937391692846e-43,2.409150096274802e-40,0.000538994277672705,1.211600511733252e-72,1.9865426530213976e-19,1.3186316678740917e-70,0.3867267592932082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3628940752156675e-115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.806128675030575e-56,0.0,2.1058053243166692e-22,0.0,0.12716120349934254,0.0,0.0,0.0,0.0,0.0,6.117519031409815e-15,1.3726467179924279e-17,0.2302206511720589,5.026433538516204e-41,0.0016956417996551345,8.958516170220651e-32,7.205834560973539e-15,0.00017209722499907662,2.7189390015524376e-62,4.8468990248695494e-74,4.6811529184284074e-33,2.686696947011812e-29,6.746020981894894e-46,3.567561413363234e-132,6.197389365037475e-08,3.017941554731306e-24,7.340293514393584e-78,0.0,0.0
mfcc_2,0.010436149782128527,7.866637618741848e-145,3.9591213089804257e-156,2.2798870230275797e-15,3.072476547167221e-34,2.0886722902130996e-13,6.698005494982087e-90,0.0037307621934870145,1.9410252764619032e-69,0.5992075033470414,1.816661617427363e-72,1.0157728626514584e-11,8.217910487316298e-09,6.3208822050026735e-18,1.0932533008270498e-43,1.583834542032304e-17,0.021325008912693018,0.02609554383204672,1.1922501369689124e-107,5.763509986882275e-186,9.88026923890843e-196,1.5875020800763106e-102,6.87030360498549e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3822996049784724e-191,0.0,0.0,0.015931106546580913,2.1977087988605585e-284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.342542657130646e-40,9.084955635627549e-102,0.0010685336264088352,1.1621983773878569e-10,0.00011170458563209467,1.1675950382862446e-05,0.0023820783214068384,6.9827866860142165e-59,2.9088053004283363e-26,0.004759079643191393,0.5172197394985749,0.0008271588831545234,7.257979029517959e-49,0.0004047906574006761,1.8913684221859493e-70,1.5338073355830246e-69,2.68448071482667e-19,0.39570140925219066,0.004660458063664346,0.0,2.9331941364787248e-61
mfcc_3,5.911242798027429e-08,2.7836167489551407e-06,7.467025252473643e-06,1.7726197512581434e-06,2.8001934643665995e-56,1.9382757990491745e-50,1.9699296640023915e-23,9.529770875515141e-27,1.5346405492340515e-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15383012707929378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.447100802898887e-155,0.0,7.368202548202968e-23,1.8188666466916046e-296,0.0,0.0,0.0,1.772758918387533e-17,3.708754068317481e-34,4.971591059429953e-76,0.37607121968688384,4.9126286759293386e-29,4.047610473976212e-14,0.00014952313174887132,7.66349109660025e-74,2.2731385124588022e-83,0.0009053159463028518,0.0015331320026740517,0.0,1.4812820824070535e-277,0.0,2.0631972730900616e-100,0.0,2.2299159063295054e-229,0.0010870535805312543,2.2534462233112102e-115,4.411209006463569e-150
mfcc_4,0.024505944864098586,0.0,0.0,1.3253007987469525e-17,1.7437593408214933e-09,1.1558170141370417e-05,0.0014482872037437353,0.40549179434703764,0.07113996462334546,6.4864890275121605e-18,0.0,0.0,0.0,2.0817310886312243e-297,1.029706271310651e-231,4.0187527278107534e-189,5.181211289057598e-150,2.815046555641574e-137,6.3388213943167e-91,1.9269921462357723e-112,2.1424055066374414e-210,0.0,0.0,0.0,6.3628940752156675e-115,0.0,0.15383012707929378,0.0,0.0,0.0,0.0,0.0,2.961418488322468e-104,0.0,0.0,0.0,4.425503372475065e-151,1.2045218387196559e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.724246356511115e-13,3.0994086043211654e-10,1.3190984577769874e-06,1.3741677542859205e-28,3.5550894065388844e-08,5.919383346129569e-05,2.3179905775266204e-08,5.515728346584308e-05,1.1292510100124355e-71,2.5985149279099298e-39,3.861430961805386e-06,3.29175154924301e-59,8.271453147153518e-116,4.838700076983151e-163,2.455685869729001e-76,0.0045703151224647754,1.311938136856492e-39,0.0,0.0
mfcc_5,3.0552972325602334e-16,0.0,0.0,9.985381024627134e-26,3.42108964010671e-09,0.6096446972627144,0.007768755442746401,9.027446200549181e-10,3.884685917035123e-23,1.1174027577857569e-66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5510242248290034e-64,2.5192883305605235e-78,3.074683746050371e-129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.050018822804194e-08,0.11897483183576359,0.0418894105189259,1.5793917525049325e-37,0.5538708250294573,1.839410655511889e-16,3.0482533516546065e-06,1.3128926154184313e-10,3.849675740879322e-73,0.007586720427986759,6.562360948424497e-18,7.786306099295727e-96,4.338749341868247e-27,0.0,8.774635106443049e-06,0.0012474939011040105,0.03350964394299751,0.0,0.0
mfcc_6,0.11398740269556032,0.0,0.0,5.545379802006279e-17,1.861179583396585e-07,0.22624573391562197,1.0435007100138313e-35,0.8708780119026983,0.00016319781265471746,1.0861675458788352e-83,0.0,0.0,1.5964578148812774e-231,9.72664566251107e-119,1.0634220873097296e-59,1.0664841194528696e-55,3.0338215571124885e-53,1.0531452186560048e-68,1.8487151418483056e-123,1.0252267367999311e-304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646951682661405e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.908642391570536e-17,0.0,0.0,0.0,0.0,2.5618258051755837e-12,8.861383453410746e-08,1.6594507800105513e-18,1.458282795177123e-22,5.741688050206317e-06,1.984183621593615e-42,6.86445960109914e-24,0.0001464226239500014,2.748175683520471e-44,1.6668337534718607e-06,4.574967401685551e-37,3.9242685734306085e-59,1.3767452369594753e-130,0.0,3.044887906839705e-36,0.004823278657865454,2.6418213752207584e-06,0.0,0.0
mfcc_7,0.10342584167251685,0.0,0.0,0.00022849806971565674,0.019812601397625064,0.05142046204614325,1.537275575120761e-27,2.4050625366986277e-08,2.8374831317093772e-06,1.1610796872753784e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646951682661405e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8128053682899001,3.86514101090625e-209,0.0,0.0,3.0208282977578703e-198,1.3916785324367708e-163,0.0,0.0,0.0,0.0,1.1805648551584527e-10,0.351229831768032,0.3664868282500924,2.863856469327183e-08,0.04666135962786186,1.3731075427862305e-29,9.306332073884524e-07,0.6321719649589967,3.344377435112016e-85,0.1196815904666441,1.1842679500555725e-94,1.370317789233403e-136,0.813231209784125,4.943792766423255e-134,3.7627957835337326e-19,0.000998148593352766,0.13284697521340622,0.0,0.0
mfcc_8,0.40887830267270076,1.1479857585383164e-23,1.0972159667506869e-22,0.0009921621052946662,7.096383256560939e-17,1.6293747192284743e-28,0.00016035777132787556,5.024440951295537e-10,1.8050766222507507e-23,0.0001394486948256178,6.062693529259233e-174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7918593360841702e-05,0.0,3.3822996049784724e-191,0.0,0.0,1.5510242248290034e-64,0.0,0.0,0.0,0.0,0.0,7.48108301502428e-30,0.0,1.5728955515714959e-21,0.0,3.606048913084105e-138,0.0,8.039425144730092e-164,0.0,3.703289838752329e-43,0.0,0.0,0.0,8.102042523124537e-74,8.186171726682483e-08,0.8685066116827814,0.007225269632971101,0.0003349114739764999,0.0004612729047946995,3.4814303767271735e-40,1.402155451001886e-22,0.0030237858962723512,0.008692466396393917,0.0023016101630912245,1.0117637221945081e-107,1.4781570932549284e-40,2.5769258622444757e-82,3.63720562592854e-10,1.0770129142250375e-26,2.2473113615715264e-11,0.0005171941954359485,6.307077436393084e-67,2.90518837665098e-263
mfcc_9,4.909676233348194e-06,9.181401117104834e-08,2.137214239939416e-08,6.374114356742261e-21,2.88795478833101e-19,1.0152307394767969e-27,2.359642275805368e-106,9.240184342979094e-13,1.9235522648211088e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.961418488322468e-104,2.5192883305605235e-78,0.0,0.0,0.0,0.0,4.5371159459695683e-274,0.0,5.364766066919821e-137,0.0,0.0,0.0,0.0,0.0,3.313323036979231e-130,0.0,0.0,0.0,0.0,2.985651219135737e-05,5.298917008392342e-05,2.9110171027356984e-26,0.03322141576645628,2.5670633004956955e-14,0.07172448689962564,0.6756668565770809,1.2015974506194848e-23,1.153445298991293e-27,5.5734093076883765e-15,1.0985826475128536e-07,1.5312634132916877e-126,1.4178775029269016e-62,0.0,3.3467659399995966e-24,3.300298009560959e-281,1.1774529437660052e-131,3.2834658983906683e-07,0.035361901873886166,1.9274202287807498e-10
mfcc_10,2.0610781136300228e-22,1.7413124743598612e-126,1.585457872175166e-129,0.03455234725769774,0.0004818610405539385,1.2359931142525123e-08,9.209229710566894e-50,3.8662161112009305e-27,6.154552117382931e-25,7.795793096133712e-185,0.0,8.45146305118681e-182,2.266003289455717e-103,1.252025216668795e-63,4.32552625469231e-86,2.4501133497324935e-274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2967231342399963e-211,0.0,0.0,0.0,0.0,3.074683746050721e-129,0.0,0.0,0.0,4.5371159459695683e-274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013409313935246e-11,0.0,0.0,0.0,6.742262133604514e-83,1.8988340524927168e-07,4.5565133731179124e-35,2.307834395430287e-13,2.1839002839585717e-15,5.204700945984892e-06,1.1290252025785812e-09,9.966432569638361e-64,6.859744857413584e-80,4.957253635101821e-11,0.04326725317905047,2.1249876011402615e-176,3.598490866670069e-74,0.0,0.08392955503222693,0.0,6.801236774475405e-170,0.0998396099998389,1.077545376158923e-93,0.8747475433824363
mfcc_11,0.05173554731896754,8.818936816768007e-205,3.025445021700285e-237,2.052281545894141e-24,1.587646163995695e-23,1.3406717551669392e-18,5.331962610028937e-22,4.295661497176808e-06,7.08654411543534e-06,1.0419487770802252e-113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01593110654658094,0.0,0.0,0.0,0.0,0.0,7.481083015024066e-30,0.0,0.0,0.0,0.0,0.0,1.5899525880642753e-28,0.0,5.694621617743575e-132,0.0,0.0,0.0,0.0,0.0,0.0,7.441328418685815e-188,5.356598664335535e-09,2.1366809138077717e-21,0.7535607010532915,5.390261063228698e-17,0.0870877069909242,8.731836928307e-188,0.2659781875912132,6.53601527210288e-34,2.6014761623297704e-30,2.0799124930324097e-14,0.13745447776580005,9.420905066343435e-12,0.0,3.1673000898891546e-187,0.0,0.0,2.2286698925498727e-14,0.0,4.623753809170734e-211
mfcc_12,1.3168511889554183e-15,0.0018456253588690044,9.176152743485284e-05,0.1555335081441705,3.159730135572064e-11,1.3241244152193157e-11,2.1069161716150306e-11,0.8460599704714686,0.002147829181246673,0.8105011417334647,0.0,1.244698886816527e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.490207479603036e-231,1.5831455396234e-12,0.5687228936357573,0.0,0.0,2.1977087988605585e-284,0.0,0.0,0.0,0.0,0.0,0.0,5.364766066919821e-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4585290212208267e-119,0.0,0.7412806816055262,0.0,0.0,0.0,3.414527045279347e-05,6.543892076973603e-05,7.093343819973117e-12,0.00037612520632562455,3.345621666493913e-08,0.08079846852704135,6.379615743598953e-07,0.667809925858131,0.024368691561586154,0.11495248489734482,0.1427666803066907,0.0008512826395579747,0.0926378616636505,9.950504405485546e-43,6.031074773621546e-53,9.999654515186159e-23,1.1809929771147292e-10,0.2394429739965418,7.915614814050901e-99,6.460941970947558e-60
mfcc_13,0.2028569324950663,0.0,0.0,5.090772892786586e-05,0.006161524332195839,0.5185280314551879,2.2706703919798986e-72,0.07375774632388277,0.0768382413303647,9.076528392506577e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.425503372475065e-151,0.0,0.0,0.0,1.5728955515715412e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.111513771455032e-130,0.0,4.616873766679182e-14,0.0,0.0,0.0,0.0,0.0,5.651455688896008e-06,0.5080537619218106,0.1345948410090156,8.095607395872674e-13,0.09107772353975183,1.2868949192445084e-53,3.0460717508772977e-19,0.0017943955136469796,3.778008728201035e-60,4.911523361823162e-11,1.7302897228847449e-66,5.622158596869864e-54,2.843222297351298e-19,9.768711317400547e-83,1.188981062803313e-16,0.026570603132273926,3.4583131272263274e-12,0.0,0.0
mfcc_14,1.5763319581037905e-11,4.1790166126859235e-52,3.704916857546699e-57,0.006125725323969526,0.00035758362367820085,1.277817843860075e-06,0.7319478514406885,0.35799740804913194,4.850476580666544e-19,1.311881672262507e-09,5.299023512499654e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6912329259288937e-209,8.824624839424037e-33,3.8308957138634225e-55,9.866976044264425e-247,0.0,0.0,9.806128675030575e-56,0.0,0.0,1.204521838719725e-61,0.0,0.0,0.8128053682899001,0.0,0.0,0.0,1.5899525880642302e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5060487001186075e-22,1.876597994785251e-05,2.0328309876314785e-07,1.3119994118435582e-08,0.25400808742529746,0.04395559392991355,0.47838961964919857,4.482419826059079e-20,1.0077953100096878e-16,2.6676182187655982e-06,2.1227369392541677e-18,2.240577901939234e-111,3.5644693413651946e-13,4.3091890132039334e-30,2.71498682088097e-27,1.5490277340002646e-11,1.8163959095842916e-78,1.7766875336425855e-15,1.7099928982690254e-82,0.07969281298628338
mfcc_15,1.1830674879239501e-07,3.9550779862418106e-27,2.687740491227229e-27,7.391645769769921e-38,0.012988370230274061,1.7948711317489019e-07,3.591977467291557e-132,0.013505328841884672,1.9919602336129376e-05,8.348381046940151e-134,4.240903989285796e-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86514101090625e-209,3.606048913084105e-138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.710357049086974e-74,0.0,0.0,0.0,0.8407515594347116,0.0,0.0,1.7693290534794057e-14,3.02189628419578e-05,0.10769661848225659,0.34034686074998455,0.0009029917898501632,5.3168493763322265e-05,8.337626264896536e-35,2.93980435635199e-61,1.0588456544762171e-26,7.489166213318593e-12,4.1133808084437754e-60,1.7292554241072095e-130,4.1224163597235484e-38,5.091401389188491e-42,7.193870871441446e-06,2.0012303846961235e-77,4.8155864375649764e-17,4.591042601095121e-57,1.8376833725336025e-54,0.014682711496909823
mfcc_16,0.08681741940722276,0.0,0.0,1.8603140483003546e-41,3.859546433813393e-39,0.3581661766330603,9.035803791653069e-79,2.80159465293127e-09,0.000784275936721238,1.969865854113145e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5172240669552845e-260,2.9054702397626995e-209,0.0,0.0,0.0,0.0,2.1058053243166692e-22,0.0,5.447100802898266e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.694621617745197e-132,0.0,6.111513771455032e-130,0.0,9.710357049086974e-74,0.0,2.9659003697653117e-31,0.0,0.0,0.0,0.0,0.0,0.0,1.4037975752196788e-06,0.15277004206974945,0.6112122837397354,5.7948158576549726e-09,2.3221348231493378e-05,0.651344505247049,0.014153700688115674,0.029667380310972796,8.056863736115069e-71,2.776005108925455e-10,1.173199221837255e-27,4.5196173844546774e-18,6.953032773631785e-24,1.4188552048266174e-124,2.930604576009527e-33,1.0160696443436902e-27,6.850613307264205e-10,0.0,7.202137257061532e-271
mfcc_17,0.6874460156341762,2.0929607317207843e-43,5.038135126330242e-43,1.0587675538274916e-09,0.2682158870597595,0.024978661943197724,4.262999669073245e-17,0.7050868606438578,0.8307744121181463,3.005238841051391e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.039425144730092e-164,0.0,0.0,0.0,1.4585290212208267e-119,0.0,0.0,0.0,2.965900369765227e-31,0.0,0.0,0.0,0.0,1.026804160741217e-38,1.0895171315195188e-36,7.67405941768335e-49,0.1664378138811393,0.00011178708998266684,0.4882948029348697,0.4251346944539255,0.5414455348016372,0.6135637820292383,6.063216364039292e-18,2.0355398329338103e-17,1.830365827505531e-05,0.0035059507860749073,6.717483136833304e-18,0.7412145684161864,2.151343633107673e-21,1.7074692179989003e-79,4.930502091273545e-34,0.00018253005343961737,0.011052302742185062,2.7080432503364758e-142,3.0540242735030286e-66
mfcc_18,0.00884408336313779,1.1641024125308455e-95,4.270214332835624e-85,1.3361685679006215e-14,3.938110740740147e-60,6.806693867982646e-42,0.0001593137891454847,1.1650617042943716e-07,3.091332566949396e-56,1.983144253897139e-31,0.0,1.0040992231155913e-155,4.455302752031034e-72,2.289486862533043e-45,3.023624612531712e-64,1.6368253324323475e-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12716120349934254,0.0,7.368202548202968e-23,0.0,0.0,0.0,3.0208282977578703e-198,0.0,3.313323036979231e-130,0.0,0.0,0.0,4.616873766679182e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8842339207670283e-73,0.6213938361862463,1.617962347608167e-06,0.0016916927449198594,0.13853062094014856,0.562308161363442,5.779837133679745e-44,0.04048165264293028,3.374687073903445e-05,8.713142446723382e-13,0.001977919517721781,4.466826246358242e-06,1.0477732775310238e-47,4.771277332037447e-221,4.206828453840526e-241,6.758211024493861e-178,1.0883815581428959e-20,0.0002907945197634957,4.419364286597169e-248,1.2694303060890515e-32
mfcc_19,0.09069904073283877,1.2453056795214836e-33,1.21479577794921e-41,9.435333182626084e-48,3.917061144284063e-06,0.28708743854765845,3.7840230702381906e-60,9.265945274623242e-12,5.518143554959927e-05,2.2287154487642033e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182033296219405e-127,0.0,0.0,1.8188666466922258e-296,0.0,0.0,2.908642391570536e-17,1.3916785324367708e-163,3.703289838752329e-43,0.0,2.013409313935246e-11,0.0,0.7412806816055262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2534078839379672e-10,0.0,7.286708982226879e-266,8.970717335393098e-25,0.0826276460947102,0.030420651643911445,0.39746804725002827,0.6010235536170466,0.5591889146463691,8.482507974780341e-41,0.10521972765962667,0.0009071713454239206,2.579852476306092e-32,3.0441588461743514e-11,0.8514906446657493,1.9068449405873402e-17,1.944149753626177e-183,6.214988094191595e-98,2.253879910293457e-136,5.388213233930815e-135,1.8911257708058896e-10,1.1121245970955375e-71,5.549222142742485e-06
spectral_centroid,0.026205776534459924,3.603485185720478e-45,5.857747344781824e-54,1.9541119189499976e-18,3.845699006376536e-138,2.190627548125796e-45,1.4015958398326026e-90,3.773670674534717e-08,4.419272145788778e-116,2.338311284767464e-47,0.0,1.1353431550642742e-108,2.594593417811938e-71,1.885256600069112e-23,1.2611244469949635e-11,0.0,0.0,0.0,1.135664827455484e-07,2.4625969562200203e-220,4.736420223377506e-229,9.009678742254666e-293,1.2360985890528695e-182,3.785687772869471e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8407515594347116,0.0,0.0,0.0,1.2534078839379672e-10,0.0,0.0,0.0,0.007876437319720223,1.6109921862279303e-09,0.29353037009783134,2.8826834239587583e-06,1.6342494099448637e-10,0.14845165087396012,1.3566541068016159e-160,9.324217970218447e-20,0.026856155872395922,6.698044227447843e-28,3.250893683716385e-112,0.0,1.1556253880561081e-95,2.898436410260314e-06,5.207969701222095e-35,3.409844650045016e-36,5.0644342505937563e-42,8.077844854299878e-112,4.3011081449017805e-22,1.7969927905287765e-308
spectral_rolloff,1.3536925306779807e-25,4.4747090403559425e-57,4.8751253980965515e-50,1.3834778543549624e-06,5.211292830706943e-210,1.2916000595191854e-87,1.089129807998926e-98,6.711130769176293e-11,6.105970027930435e-125,5.680213444040467e-20,0.0,2.086551561149561e-05,0.005951087315678567,1.7423984016089813e-09,8.155877607008168e-09,4.866510670314015e-277,0.0,0.0,2.715215959818328e-118,2.9117383941002712e-21,2.1373452320035085e-34,9.634853229284343e-48,1.3073836149136564e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0268041607411876e-38,0.0,0.0,0.0,0.0,0.0,7.550910140300362e-15,1.0653482085077404e-25,1.415533995335484e-06,5.259066354271137e-13,1.2781726033678379e-34,4.375493117658411e-06,1.2169062901978323e-297,4.720823683989672e-15,2.5188328477768965e-12,7.973190612251341e-65,4.3183513152403246e-117,1.9098388336021272e-249,5.170292012815482e-60,0.0,0.0,1.8430105590354052e-249,1.672044647119451e-47,8.121237274491534e-112,4.854923248010102e-18,4.86513824963074e-121
